miscData,,,,,,,,,
startTime,,,,,,,,,
0,,,,,,,,,
,,,,,,,,,,
calls,,,,,,,,,
index,priority,x,y,arrivalTime,dispatchDelay,onSceneDuration,transport,hospitalIndex,handoverDuration,atom,CCC,recommendedAmbulanceClass
214,2,-73.90355726,40.8263858,0.21534722222222225,0.043541676666666675,0.0,0,,0.0,042HB,None,BLS
215,1,-73.90310411,40.83662124,0.21641203703703704,0.0004513988888888889,0.01861111111111111,1,25,0.03116898148148148,042BA,GED,ALS
216,2,-73.89751767321523,40.84399739784167,0.21684027777777778,0.0007986211111111111,0.01875,1,63,0.03657407407407407,042AA,ATRAUM,BLS
217,2,-73.81694679,40.83730865,0.21767361111111108,0.00962963962962963,0.002916666666666667,1,18,0.044525462962962954,045FA,GED,BLS
218,1,-73.84464492,40.88520959,0.2184837962962963,0.001423621111111111,0.0090625,1,,0.03253472222222222,047FA,PGED,ALS
219,2,-73.89825887382057,40.813095296665914,0.21900462962962963,1e-08,0.0,0,,0.0,041EA,nan,BLS
220,1,-73.91716420932778,40.824149693038336,0.21913194444444448,0.00035880629629629634,0.01945601851851852,1,23,0.04428240740740741,044CA,GED,ALS
221,2,-73.85567600628677,40.83203783318072,0.22039351851851852,1e-08,0.0016203703703703703,1,,0.027060185185185187,043GC,None,BLS
222,2,-73.89693245247504,40.84614323835691,0.22108796296296296,0.0011921396296296295,0.0,0,,0.0,048BB,None,BLS
223,2,-73.87772954,40.87094169,0.22190972222222224,0.0002199174074074074,0.01877314814814815,1,25,0.03125,052KA,GED,BLS
224,2,-73.86268974,40.87001349,0.22247685185185184,0.02459491740740741,0.0,0,,0.0,047AA,None,BLS
225,1,-73.89767264,40.84727284,0.22277777777777777,0.0002662137037037037,0.02,1,63,0.03210648148148148,048AC,GED,BLS
226,2,-73.91204772,40.85451749,0.22461805555555556,0.1198263988888889,0.0,0,,0.0,046PA,None,BLS
227,2,-73.8665879,40.87299851,0.22503472222222223,0.0479051025925926,0.014537037037037038,1,25,0.012604166666666666,047AB,GED,BLS
228,2,-73.88864434623869,40.81179913609769,0.2259375,0.036030102592592594,0.0,0,,0.0,041BA,None,BLS
229,1,-73.91095185,40.83806625,0.22649305555555554,0.0007754729629629631,0.02207175925925926,1,56,0.052013888888888894,044RB,PGED,ALS
230,2,-73.85095628,40.84924504,0.22859953703703703,1e-08,0.0,0,,0.0,043UC,nan,BLS
231,2,-73.8998213,40.82601508,0.23033564814814814,0.00250001,0.005023148148148148,1,23,0.03423611111111111,042HB,GED,BLS
232,1,-73.92514352082966,40.81005277564998,0.23262731481481483,0.0027083433333333334,0.017361111111111112,1,23,0.03466435185185185,040JN,GED,BLS
233,1,-73.90469302,40.84836468,0.23331018518518518,0.006076398888888889,0.0,0,,0.0,046AA,None,ALS
234,2,-73.91101279869241,40.86060033649837,0.23504629629629628,1e-08,0.0,0,,0.0,052AA,nan,BLS
235,1,-73.91082451,40.86094525,0.23525462962962962,0.004502324814814815,0.016076388888888887,1,63,0.029097222222222222,052AA,ATRAUM,ALS
236,2,-73.90222137,40.85166071,0.23554398148148148,0.10119213962962963,0.0,0,,0.0,046BA,None,BLS
237,2,-73.86026097300265,40.89431525873791,0.23601851851851852,0.023356491481481483,0.0,0,,0.0,047EB,None,BLS
238,2,-73.90200112,40.81301,0.236400462962963,1e-08,0.0,0,,0.0,041EA,nan,BLS
239,2,-73.90222137,40.85166071,0.2384375,1e-08,0.0,0,,0.0,046BA,nan,BLS
240,2,-73.91032058,40.86067047,0.23917824074074076,1e-08,0.0,0,,0.0,052BB,nan,BLS
241,2,-73.82986222160818,40.882175862422834,0.239375,0.05769676925925926,0.013252314814814814,1,21,0.03768518518518518,047GE,GED,BLS
242,3,-73.90191351696824,40.8580925367919,0.2398958333333333,1e-08,0.0,0,,0.0,046GA,nan,BLS
243,2,-73.89920015,40.8231293,0.24021990740740742,0.055381954444444444,0.0,0,,0.0,041IA,None,BLS
244,1,-73.90313343,40.88277642,0.24158564814814812,0.0010763988888888888,0.013020833333333334,1,14,0.022847222222222224,050FA,GED,ALS
245,1,-73.92863925333222,40.81443556944603,0.24172453703703703,0.0010416766666666666,0.007754629629629629,1,23,0.03587962962962963,040HA,GED,BLS
246,2,-73.90852794,40.85169433,0.24187500000000003,0.10142362111111113,0.0,0,,0.0,046FA,None,BLS
247,2,-73.91850752,40.80695903,0.24217592592592593,0.09119213962962962,0.0,0,,0.0,040AH,None,BLS
248,1,-73.90872787,40.91019921,0.24700231481481483,0.000613435925925926,0.02417824074074074,1,,0.03344907407407407,050JB,GED,ALS
249,2,-73.92531591,40.81035281,0.24858796296296293,0.0857986211111111,0.0,0,,0.0,040IA,None,BLS
250,2,-73.8971321,40.9014573,0.25005787037037036,0.027476861851851855,0.01513888888888889,1,14,0.019050925925925926,050IB,GED,BLS
251,2,-73.82340799,40.82290146,0.2505439814814815,0.004201398888888889,0.0,0,,0.0,045BB,None,BLS
252,2,-73.86847574,40.87171729,0.25114583333333335,1e-08,0.0,0,,0.0,047AB,nan,BLS
253,1,-73.85082555,40.88323957,0.25202546296296297,0.00042825074074074075,0.02614583333333333,1,24,0.020266203703703703,047FB,GED,ALS
254,1,-73.89204083,40.8698929,0.2528587962962963,0.00023149148148148146,0.01965277777777778,1,56,0.015439814814814816,052FA,GED,ALS
255,2,-73.92042383,40.81200071,0.25457175925925923,1e-08,0.0,0,,0.0,040IA,nan,BLS
256,2,-73.92777794,40.83192133,0.2553472222222222,0.03596065814814815,0.006805555555555557,1,23,0.032719907407407406,044EB,PGED,BLS
257,1,-73.834836,40.84649558,0.2554513888888889,0.00020834333333333334,0.0,0,,0.0,045GB,None,ALS
258,2,-73.85421518,40.82089061,0.2558796296296296,0.0016203803703703703,0.00693287037037037,1,,0.03775462962962963,043DB,GED,BLS
259,2,-73.88987077,40.85530648,0.25606481481481486,1e-08,0.0,0,,0.0,048PA,nan,BLS
260,2,-73.88474519,40.87736255,0.25701388888888893,0.06550926925925925,0.0,0,,0.0,052JC,None,BLS
261,2,-73.91169604,40.84804772,0.25710648148148146,1e-08,0.0,0,,0.0,046EA,nan,BLS
262,2,-73.85768351,40.88878431,0.2586921296296296,1e-08,0.0,0,,0.0,047EA,nan,BLS
263,2,-73.86499876,40.87036451,0.2588657407407407,0.03840278777777778,0.0,0,,0.0,047AB,None,BLS
264,1,-73.85832159,40.8869086,0.26026620370370374,0.0004629729629629629,0.0,0,,0.0,047EA,None,ALS
265,1,-73.87550067,40.83505937,0.2626967592592593,0.00035880629629629634,0.020937499999999998,1,,0.03166666666666667,043HC,GED,ALS
266,2,-73.86412427,40.81517667,0.26407407407407407,0.08616899148148148,0.0,0,,0.0,043AC,None,BLS
267,2,-73.91792501,40.84386192,0.26630787037037035,0.0014004729629629629,0.0,0,,0.0,044NB,None,BLS
268,2,-73.88609931,40.86864755,0.26718749999999997,1e-08,0.0,0,,0.0,052HA,nan,BLS
269,2,-73.89576896,40.83031973,0.26751157407407405,0.0007870470370370371,0.01154513888888889,1,19,0.017905092592592594,042EB,GED,BLS
270,1,-73.91017491,40.81946781,0.26863425925925927,0.0004051025925925926,0.03179398148148148,1,25,0.026990740740740742,040EA,GED,ALS
271,2,-73.91340912,40.83831145,0.2695949074074074,0.0010069544444444444,0.008993055555555554,1,19,0.027627314814814813,044QA,GED,BLS
272,2,-73.91017491,40.81946781,0.2733449074074074,0.0035185285185185184,0.0065625,1,19,0.02034722222222222,040EA,GED,BLS
273,1,-73.89066734,40.81352486,0.27379629629629626,0.00125001,0.0,1,,0.027858796296296298,041CA,GED,ALS
274,2,-73.93163805,40.83100244,0.27456018518518516,0.07001158407407407,0.011273148148148148,1,19,0.022789351851851852,044DA,GED,BLS
275,2,-73.92009963,40.83011705,0.2751504629629629,0.030254639629629633,0.0370949074074074,1,23,0.04130787037037037,044GB,GED,BLS
276,2,-73.83574775559588,40.880112326114926,0.2779976851851852,1e-08,0.0,0,,0.0,047GE,nan,BLS
277,1,-73.86921608,40.82669611,0.27805555555555556,0.0003356581481481481,0.0,0,,0.0,043FC,None,BLS
278,2,-73.92531591,40.81035281,0.2783680555555556,0.06564815814814814,0.0,0,,0.0,040IA,None,BLS
279,3,-73.90999631,40.81652462,0.2790856481481481,0.04093751,0.0,0,,0.0,040EA,None,BLS
280,2,-73.8194596,40.82593797,0.27913194444444445,0.06283565814814814,0.0,0,,0.0,045CF,None,BLS
281,2,-73.8765221980817,40.84968719135703,0.2793171296296296,0.027881954444444447,0.007361111111111111,1,21,0.03027777777777778,052QB,GED,BLS
282,2,-73.8691003635898,40.841452618288436,0.2802777777777778,1e-08,0.0,0,,0.0,043RB,nan,BLS
283,2,-73.8685373030108,40.835650407649766,0.2806944444444444,0.041932880370370365,0.0,0,,0.0,043JA,None,BLS
284,1,-73.85048877135583,40.903549855273546,0.28175925925925926,0.00019676925925925926,0.0,0,,0.0,047IF,None,ALS
285,2,-73.8643818,40.84038379,0.2826388888888889,0.07434028777777778,0.0,0,,0.0,043JB,None,BLS
286,2,-73.89381015,40.86457463,0.28304398148148147,0.06568288037037036,0.013391203703703704,1,63,0.031782407407407405,052GA,GED,BLS
287,1,-73.83550279,40.87059632,0.28326388888888887,4.6306296296296296e-05,0.0,0,,0.0,047DA,None,BLS
288,2,-73.90011792,40.85395684,0.2847453703703704,0.06859954703703704,0.0,0,,0.0,046CA,None,BLS
289,2,-73.90442603980395,40.81527164925203,0.2856944444444444,0.010254639629629629,0.0,0,,0.0,040DA,None,BLS
290,2,-73.92058036,40.82311778,0.2863541666666667,0.058391213703703704,0.023078703703703702,1,23,0.027962962962962964,044CA,GED,BLS
291,1,-73.81579657,40.81722338,0.28836805555555556,5.788037037037037e-05,0.024837962962962964,1,18,0.03774305555555556,045CD,GED,BLS
292,2,-73.81831064737835,40.819016211295185,0.2886921296296296,1e-08,0.0,0,,0.0,045BB,nan,BLS
293,2,-73.92779469880195,40.82701134456104,0.2890625,1e-08,0.0,0,,0.0,044BB,nan,BLS
294,2,-73.88925079994063,40.85548733212274,0.2914814814814815,0.010844917407407407,0.005405092592592592,1,63,0.027291666666666662,048PA,GED,BLS
295,2,-73.8923157029286,40.85580861918799,0.29300925925925925,0.03275463962962963,0.0,0,,0.0,048PA,None,BLS
296,2,-73.91432565,40.82566449,0.2933796296296296,1e-08,0.0,0,,0.0,042GA,nan,BLS
297,1,-73.85365422,40.84955994,0.29619212962962965,0.0001273248148148148,0.02710648148148148,1,21,0.03408564814814815,043TB,GED,BLS
298,2,-73.8653241229961,40.86785695550954,0.2965625,1e-08,0.0,0,,0.0,047NC,nan,BLS
299,2,-73.86671004,40.81840047,0.2967592592592592,1e-08,0.0,0,,0.0,043AC,nan,BLS
300,2,-73.90583857,40.83697683,0.2973263888888889,0.011377324814814814,0.020243055555555552,1,23,0.027210648148148147,042BB,GED,BLS
301,2,-73.84822079,40.87419036,0.297974537037037,0.024837972962962966,0.015474537037037038,1,21,0.028796296296296296,047DC,GED,BLS
302,2,-73.88821585,40.82503552,0.2983680555555555,0.0001273248148148148,0.00568287037037037,1,23,0.017939814814814815,041HA,GED,BLS
303,2,-73.865692,40.87117147,0.29868055555555556,1e-08,0.0,0,,0.0,047AB,nan,BLS
304,1,-73.92109567,40.84185655,0.29876157407407405,0.0001273248148148148,0.0,0,,0.0,044MB,None,BLS
305,2,-73.90691064,40.8270977,0.29878472222222224,0.036516213703703705,0.014699074074074074,1,63,0.021851851851851848,042GB,GED,BLS
306,2,-73.91980164,40.83713895,0.2998263888888889,0.08649306555555554,0.01579861111111111,1,19,0.027094907407407404,044PA,GED,BLS
307,1,-73.90436368,40.85403334,0.30290509259259263,0.00027778777777777777,0.0,0,,0.0,046GA,None,BLS
308,2,-73.91294467,40.83233414,0.3030555555555555,0.0014814914814814813,0.03006944444444444,1,19,0.03259259259259259,044JA,GED,BLS
309,2,-73.8283618511653,40.875012730628285,0.3061111111111111,0.05505788037037038,0.025300925925925925,1,18,0.032025462962962964,045JE,GED,BLS
310,1,-73.86698698426316,40.86077481265444,0.30637731481481484,0.0006713062962962963,0.021203703703703707,1,,0.03200231481481482,047NA,None,BLS
311,2,-73.85990134,40.86478646,0.30714120370370374,1e-08,0.0,0,,0.0,047ND,nan,BLS
312,2,-73.87911392,40.82528789,0.30721064814814814,0.05782408407407408,0.0,0,,0.0,043EC,None,BLS
313,2,-73.89697285,40.86649727,0.30770833333333336,0.019004639629629633,0.001550925925925926,1,25,0.032997685185185185,052DA,GED,BLS
314,2,-73.91386151,40.84425755,0.3077662037037037,0.036516213703703705,0.013645833333333331,1,19,0.026261574074074076,044TA,GED,BLS
315,2,-73.82034227,40.83590461,0.30811342592592594,1e-08,0.0,0,,0.0,045DE,nan,BLS
316,2,-73.86979796,40.82299732,0.3086574074074074,0.06996528777777777,0.02238425925925926,1,21,0.03732638888888889,043CA,GED,BLS
317,1,-73.90505919104254,40.81208829422651,0.30947916666666664,0.0005671396296296296,0.0,0,,0.0,040BB,None,BLS
318,1,-73.89710707,40.82519036,0.3103587962962963,0.0006944544444444445,0.02,1,,0.01925925925925926,041IA,GED,ALS
319,1,-73.86320139,40.85474851,0.3115162037037037,0.00037038037037037035,0.0,0,,0.0,043TC,None,ALS
320,2,-73.9039784,40.88914032,0.31373842592592593,0.013032417407407407,0.0153125,1,14,0.02424768518518518,050HA,GED,BLS
321,2,-73.86504149,40.8563091,0.31428240740740737,0.053449084074074074,0.0,0,,0.0,043TC,None,BLS
322,2,-73.84340075,40.88438844,0.3149189814814815,0.024942139629629632,0.018703703703703705,1,24,0.02326388888888889,047FA,GED,BLS
323,1,-73.86132809,40.88869227,0.3166550925925926,0.0007060285185185185,0.013715277777777778,1,24,0.023194444444444445,047EB,GED,ALS
324,2,-73.88587339200055,40.82242398886637,0.31777777777777777,0.00954862111111111,0.0,0,,0.0,041AE,None,BLS
325,2,-73.91440234,40.84907229,0.3185532407407407,0.018726861851851854,0.014571759259259258,1,,0.017291666666666667,046IB,GED,BLS
326,2,-73.84915579308645,40.86287453325497,0.3198611111111111,0.0070486211111111105,0.0,0,,0.0,047PA,None,BLS
327,2,-73.91315209,40.87599423,0.32006944444444446,0.0169213062962963,0.0,0,,0.0,050EC,None,BLS
328,2,-73.8940213,40.86395111,0.32233796296296297,1e-08,0.0,0,,0.0,052GA,nan,BLS
329,1,-73.81676116,40.82229207,0.32413194444444443,0.0022338062962962966,0.023923611111111114,1,18,0.03725694444444445,045CF,GED,ALS
330,2,-73.91432565,40.82566449,0.3246527777777778,0.011863435925925925,0.011412037037037038,1,23,0.0324537037037037,042GA,GED,BLS
331,2,-73.89021918,40.86632056,0.3250925925925926,0.0928472322222222,0.0,1,63,0.026273148148148153,052GA,GED,BLS
332,2,-73.84592194,40.81971416,0.32510416666666664,0.002337972962962963,0.016967592592592593,1,18,0.03866898148148148,043BA,GED,BLS
333,3,-73.89137428,40.85699141,0.32534722222222223,1e-08,0.0,0,,0.0,048PA,nan,BLS
334,1,-73.90485897,40.82269684,0.3267476851851852,0.0008564914814814816,0.031180555555555555,1,,0.01712962962962963,042HA,GED,ALS
335,3,-73.90651537,40.87545553,0.32892361111111107,0.008831028518518518,0.0,0,,0.0,050ED,None,BLS
336,2,-73.91303126,40.85339524,0.32993055555555556,0.056458343333333334,0.017060185185185185,1,19,0.01962962962962963,046NC,GED,BLS
337,1,-73.84854239,40.89458056,0.3301851851851852,9.260259259259258e-05,0.009618055555555555,1,24,0.03320601851851852,047JC,GED,ALS
338,2,-73.88798918082361,40.87481977406555,0.33079861111111114,0.02211806555555556,0.0,0,,0.0,052JB,None,BLS
339,2,-73.89059535,40.83665103,0.3329050925925926,0.00806713962962963,0.010555555555555554,1,63,0.027222222222222228,042CD,ATRAUM,BLS
340,1,-73.81315714,40.81760422,0.33295138888888887,0.00015047296296296297,0.0,0,,0.0,045CD,None,BLS
341,2,-73.90579997,40.83039174,0.33561342592592597,0.03804399148148148,0.009050925925925926,1,63,0.03459490740740741,042GB,GED,BLS
342,1,-73.8877667333652,40.83737082471478,0.3360648148148148,0.0005324174074074075,0.01832175925925926,1,63,0.028645833333333332,042DA,GED,ALS
343,1,-73.89174044597263,40.85166632183339,0.34125,0.00047454703703703703,0.011030092592592591,1,63,0.02971064814814815,048MA,GED,ALS
344,1,-73.91343295464434,40.86213920969108,0.34194444444444444,0.0002199174074074074,0.011643518518518518,1,6,0.03877314814814815,034HA,ATRAUM,BLS
345,2,-73.86135115,40.88329437,0.34215277777777775,0.06230325074074074,0.009236111111111112,1,24,0.03070601851851852,047BA,GED,BLS
346,3,-73.89697285,40.86649727,0.3431365740740741,1e-08,0.0,0,,0.0,052DA,None,BLS
347,3,-73.89698796745118,40.864356626559605,0.34511574074074075,1e-08,0.0,0,,0.0,052DA,nan,BLS
348,2,-73.92982302284061,40.832685921497884,0.34552083333333333,0.009537047037037037,0.0,0,,0.0,044DA,None,BLS
349,1,-73.91771006,40.82161252,0.34728009259259257,0.0002662137037037037,0.015358796296296296,1,19,0.023194444444444445,040GA,GED,ALS
350,1,-73.84770407,40.87844203,0.3473263888888889,5.788037037037037e-05,0.025231481481481483,1,21,0.03605324074074074,047CA,GED,ALS
351,2,-73.85416946,40.84781061,0.3473263988888889,0.03158565814814815,0.018564814814814815,1,18,0.029386574074074075,043UC,GED,BLS
352,2,-73.90651537,40.87545553,0.3476736111111111,1e-08,0.0,0,,0.0,050ED,nan,BLS
353,2,-73.89922813,40.86965307,0.34961805555555553,0.007199084074074074,0.01900462962962963,1,14,0.03484953703703703,050DA,GED,BLS
354,1,-73.90872787,40.91019921,0.3502314814814815,0.00047454703703703703,0.019398148148148147,1,,0.02798611111111111,050JB,GED,BLS
355,1,-73.86688225,40.83679658,0.3503819444444445,0.0004051025925925926,0.033888888888888885,1,65,0.03230324074074074,043JB,GED,BLS
356,2,-73.91439476,40.82493298,0.35079861111111105,0.024062510000000002,0.008715277777777778,1,23,0.04554398148148148,042GA,GED,BLS
357,2,-73.91299721,40.82757287,0.35141203703703705,8.102851851851851e-05,0.0066550925925925935,1,23,0.04177083333333333,044HA,GED,BLS
358,1,-73.8909872013686,40.870159407701486,0.35229166666666667,4.6306296296296296e-05,0.01898148148148148,1,25,0.03366898148148148,052FA,GED,ALS
359,2,-73.84965019,40.81835907,0.3537847222222222,0.003101861851851852,0.0,0,,0.0,043BB,None,BLS
360,2,-73.89543704,40.86713787,0.3549652777777778,0.11635417666666666,0.0,0,,0.0,052FA,None,BLS
361,3,-73.92785763031397,40.835621551211474,0.3563310185185185,1e-08,0.0,0,,0.0,044DB,nan,BLS
362,1,-73.84832366,40.82223843,0.35665509259259265,9.260259259259258e-05,0.0,0,,0.0,043DA,None,BLS
363,1,-73.86355772,40.83372262,0.3571064814814815,0.0007754729629629631,0.014976851851851852,1,21,0.02918981481481481,043IA,ATRAUM,BLS
364,1,-73.9215503,40.82083125,0.3573148148148148,0.0006597322222222222,0.015891203703703703,1,23,0.03612268518518518,040GA,ATRAUM,ALS
365,2,-73.91582726588157,40.81848911486401,0.3575231481481482,0.002384269259259259,0.0,0,,0.0,040FA,None,BLS
366,2,-73.90410179,40.83564571,0.358125,0.02025463962962963,0.021585648148148145,1,19,0.03359953703703704,042BA,GED,BLS
367,1,-73.90179427,40.84098482,0.3587037037037037,0.00187501,0.0,0,,0.0,042AA,None,ALS
368,2,-73.90907962,40.88621446,0.35935185185185187,0.023194454444444446,0.0,0,,0.0,050HA,None,BLS
369,2,-73.90532580126238,40.85830398466741,0.3598958333333333,0.03212963962962963,0.015659722222222224,1,13,0.028460648148148148,046KA,GED,BLS
370,3,-73.89167664107276,40.819819358082874,0.3607754629629629,1e-08,0.0,0,,0.0,041GA,nan,BLS
371,2,-73.85569182999703,40.833072610931524,0.3610069444444444,0.05209491740740741,0.0,0,,0.0,043KB,None,BLS
372,2,-73.8819759,40.85662998,0.36226851851851855,0.0008449174074074074,0.01621527777777778,1,63,0.026712962962962966,048NA,GED,BLS
373,1,-73.82107146,40.86328825,0.36276620370370366,0.0002546396296296296,0.019282407407407408,1,61,0.04037037037037037,045JA,GED,ALS
374,1,-73.86221264,40.85869721,0.36324074074074075,0.0001273248148148148,0.004756944444444445,1,18,0.007094907407407407,047NA,GED,ALS
375,2,-73.90138941,40.85583339,0.3642708333333333,0.0005671396296296296,0.014189814814814815,1,63,0.017013888888888887,046GA,ATRAUM,BLS
376,3,-73.88225917,40.84715361,0.3643055555555556,0.01892362111111111,0.0,0,,0.0,048IA,None,BLS
377,2,-73.89601242,40.86547799,0.3645254629629629,0.055972232222222223,0.012418981481481482,1,56,0.03702546296296296,052DA,GED,BLS
378,1,-73.92348973,40.82905053,0.3646643518518518,0.000613435925925926,0.0,0,,0.0,044FA,None,ALS
379,2,-73.90017982,40.85077643,0.3651273148148148,0.020868065555555558,0.0,0,,0.0,046BA,None,BLS
380,1,-73.85013327,40.90426368,0.3656944444444445,0.0001273248148148148,0.008564814814814815,1,24,0.029756944444444447,047IF,GED,BLS
381,2,-73.84438913,40.85609129,0.36900462962962965,0.08020834333333333,0.0,0,,0.0,043UE,None,BLS
382,2,-73.92598599,40.83709945,0.369224537037037,0.00019676925925925926,0.009027777777777779,1,,0.028240740740740736,044DB,None,BLS
383,1,-73.92660453,40.80864766,0.3697916666666667,0.0008333433333333334,0.0,0,,0.0,040JN,None,BLS
384,1,-73.83490801,40.88623099,0.3698495370370371,5.788037037037037e-05,0.01712962962962963,1,18,0.030925925925925926,047KF,GED,ALS
385,2,-73.84197632,40.87916813,0.3703240740740741,0.0721412137037037,0.009988425925925927,1,21,0.030775462962962966,047GE,GED,BLS
386,2,-73.91651169,40.85288761,0.37105324074074075,0.015069454444444443,0.03236111111111111,1,19,0.03074074074074074,046NC,GED,BLS
387,2,-73.93026858,40.83554037,0.3720138888888889,0.017233806296296297,0.04034722222222222,1,11,0.027800925925925923,044DA,GED,BLS
388,2,-73.85243404,40.8871245,0.37276620370370367,4.6306296296296296e-05,0.0,1,,0.025752314814814815,047FB,GED,BLS
389,2,-73.87040713,40.85772236,0.3730324074074074,0.03856482481481482,0.0,0,,0.0,047NB,None,BLS
390,2,-73.8629488,40.90131956,0.3732060185185185,0.018113435925925927,0.004930555555555555,1,,0.033171296296296296,047HB,GED,BLS
391,1,-73.82194794468487,40.86391442365935,0.3751041666666666,0.00037038037037037035,0.0,0,,0.0,045JA,None,ALS
392,2,-73.89974164,40.83876946,0.3762962962962963,0.01584491740740741,0.005914351851851852,1,63,0.02050925925925926,042AA,GED,BLS
393,1,-73.8969953,40.90980459,0.37684027777777773,0.0008333433333333334,0.037349537037037035,1,71,0.05938657407407408,050JA,CADULT,ALS
394,1,-73.91837472702991,40.81523021822459,0.37694444444444436,0.00013889888888888888,0.020671296296296295,1,23,0.02625,040IA,GED,ALS
395,1,-73.88727498,40.87131011,0.37782407407407415,0.0005208433333333334,0.0,0,,0.0,052HB,None,ALS
396,2,-73.92077055,40.84090691,0.3803472222222222,0.00011575074074074073,0.008032407407407407,1,19,0.027210648148148147,044NB,GED,BLS
397,1,-73.88964041,40.83372194,0.3806365740740741,0.0010763988888888888,0.024085648148148148,1,63,0.030034722222222223,042FB,GED,BLS
398,2,-73.88175818559279,40.83863287844024,0.3811805555555556,0.0012963062962962962,0.0,0,,0.0,048HA,None,BLS
399,2,-73.88144272,40.89508205,0.38393518518518516,0.0001273248148148148,0.02783564814814815,1,,0.03185185185185185,050BB,GED,BLS
400,2,-73.90669734,40.81300623,0.3840625,0.00011575074074074073,0.0,0,,0.0,040DA,None,BLS
401,2,-73.88032212,40.87558393,0.3843402777777778,0.0009143618518518519,0.023298611111111107,1,24,0.021064814814814814,052KB,GED,BLS
402,2,-73.86671004,40.81840047,0.38483796296296297,0.0003935285185185185,0.0,0,,0.0,043AC,None,BLS
403,2,-73.86692988,40.87782936,0.38501157407407405,0.0004629729629629629,0.02071759259259259,1,21,0.0375,047BB,ATRAUM,BLS
404,2,-73.88593612369179,40.86592494626766,0.38773148148148145,1e-08,0.0,0,,0.0,052HA,nan,BLS
405,2,-73.88052283082027,40.89664354254721,0.38806712962962964,1e-08,0.0,0,,0.0,050BB,nan,BLS
406,2,-73.86948236,40.86632143,0.3888541666666667,0.06040510259259259,0.01826388888888889,1,21,0.028773148148148145,047NC,GED,BLS
407,2,-73.89236957,40.85822927,0.3896643518518519,0.0002893618518518519,0.007592592592592593,1,63,0.029050925925925928,048PA,ATRAUM,BLS
408,2,-73.88658176,40.81931497,0.389849537037037,0.00019676925925925926,0.0,0,,0.0,041DA,None,BLS
409,2,-73.82899729,40.84456471,0.3909606481481482,0.0002662137037037037,0.0,1,,0.030173611111111113,045GA,None,BLS
410,2,-73.90237015,40.8835069,0.3928472222222223,0.004432880370370371,0.0,0,,0.0,050FA,None,BLS
411,2,-73.91593391,40.81690235,0.39605324074074083,0.007233806296296296,0.0,0,,0.0,040FA,None,BLS
412,2,-73.8702149,40.82879858,0.3960763888888889,0.05322917666666667,0.0,0,,0.0,043FC,None,BLS
413,2,-73.92700664298943,40.83391654946675,0.3972453703703704,1e-08,0.009710648148148147,1,19,0.029699074074074072,044EB,GED,BLS
414,1,-73.87434818,40.87326936,0.3989930555555555,0.00042825074074074075,0.016261574074074074,1,25,0.03099537037037037,052MA,GED,BLS
415,2,-73.87963998,40.86907378,0.39922453703703703,0.021122695185185187,0.010277777777777778,1,56,0.02773148148148148,052KA,GED,BLS
416,2,-73.90907962,40.88621446,0.39934027777777775,0.0001273248148148148,0.03204861111111111,1,,0.029965277777777775,050HA,GED,BLS
417,3,-73.91596761,40.82070277,0.40063657407407405,0.00500001,0.0,0,,0.0,040GA,None,BLS
418,1,-73.88590551,40.83733631,0.4013657407407408,0.00032408407407407406,0.0,0,,0.0,042DA,None,ALS
419,2,-73.90668935,40.83651637,0.40152777777777776,0.0010879729629629628,0.01702546296296296,1,19,0.026712962962962966,042BB,GED,BLS
420,1,-73.90695693,40.87395359,0.40274305555555556,0.0002662137037037037,0.010891203703703703,1,14,0.031122685185185187,050ED,GED,ALS
421,2,-73.91357786,40.83022715,0.40337962962962964,9.260259259259258e-05,0.0,0,,0.0,044JA,None,BLS
422,2,-73.88682367,40.83000608,0.40412037037037035,0.00013889888888888888,0.017934027777777778,1,63,0.031290509259259254,042FB,GED,BLS
423,2,-73.87828569,40.83479017,0.4042476851851852,6.945444444444444e-05,0.01375,1,,0.04,043HC,GED,BLS
424,1,-73.86405786,40.82733671,0.40520833333333334,0.00013889888888888888,0.017916666666666668,1,,0.03894675925925926,043FD,GED,ALS
425,2,-73.86212548254515,40.827204042950136,0.4072222222222222,0.010462972962962964,0.0,0,,0.0,043FD,None,BLS
426,2,-73.84915579308645,40.86287453325497,0.4082523148148148,0.0020023248148148148,0.0,0,,0.0,047PA,None,BLS
427,1,-73.84962209,40.84861495,0.40902777777777777,0.0010301025925925926,0.02017361111111111,1,21,0.0397337962962963,043UD,GED,BLS
428,3,-73.91429264,40.84629743,0.4114814814814815,0.00023149148148148146,0.017893518518518517,1,11,0.020763888888888887,046IA,GED,BLS
429,2,-73.85798976,40.89431043,0.4115393518518518,0.0002893618518518519,0.020868055555555556,1,24,0.029768518518518517,047IA,GED,BLS
430,2,-73.90418151,40.87255129,0.41210648148148143,0.005671306296296296,0.0,0,,0.0,050DA,None,BLS
431,2,-73.8706445737062,40.82409865812124,0.4124884259259259,0.005381954444444445,0.0,0,,0.0,043CA,None,BLS
432,2,-73.86948236,40.86632143,0.4161226851851852,0.0552662137037037,0.0,0,,0.0,047NC,None,BLS
433,2,-73.88175818559279,40.83863287844024,0.4184259259259259,6.945444444444444e-05,0.0,0,,0.0,048HA,None,BLS
434,2,-73.91677122,40.85258647,0.418599537037037,0.00018519518518518517,0.018252314814814815,1,,0.026886574074074077,046NC,GED,BLS
