nodes,,,
index,x,y,offRoadAccess,
439.0,-73.8612006,40.8320448,1.0
440.0,-73.8609488,40.8326676,1.0
441.0,-73.91501160000001,40.83528259999999,1.0
442.0,-73.9158196,40.8339107,1.0
443.0,-73.907648,40.854765,1.0
444.0,-73.9083615,40.85514349999999,1.0
445.0,-73.91041300000002,40.85572899999999,1.0
446.0,-73.83403050000001,40.830223000000004,1.0
447.0,-73.8343059,40.830869699999994,1.0
448.0,-73.8353101,40.83387650000001,1.0
449.0,-73.83639,40.83583699999999,1.0
450.0,-73.83752,40.837897000000005,1.0
451.0,-73.8380015,40.839343199999995,1.0
452.0,-73.8307929,40.8269813,1.0
453.0,-73.83361,40.8295881,1.0
454.0,-73.8220421,40.814736700000005,1.0
455.0,-73.822536,40.8155998,1.0
456.0,-73.8231612,40.8166896,1.0
457.0,-73.86781600000002,40.8499305,1.0
458.0,-73.8312055,40.8866733,1.0
459.0,-73.8347765,40.8870833,1.0
460.0,-73.8342518,40.8870154,1.0
461.0,-73.832468,40.886815000000006,1.0
462.0,-73.7864885,40.84726010000001,1.0
463.0,-73.83638210000001,40.82169720000001,1.0
464.0,-73.8378683,40.82178890000001,1.0
465.0,-73.8227565,40.8251675,1.0
466.0,-73.82097700000001,40.82559400000001,1.0
467.0,-73.875365,40.879579,1.0
468.0,-73.8244609,40.8463703,1.0
469.0,-73.823995,40.846353400000005,1.0
470.0,-73.82305500000001,40.84631950000001,1.0
471.0,-73.8221213,40.8462858,1.0
472.0,-73.848701,40.835103,1.0
473.0,-73.86392600000002,40.8523403,1.0
474.0,-73.8661407,40.8505446,1.0
475.0,-73.82936669999998,40.827684399999995,1.0
476.0,-73.8305165,40.8290391,1.0
477.0,-73.8318923,40.8306595,1.0
478.0,-73.82015030000001,40.81514550000001,1.0
479.0,-73.82078500000001,40.816214,1.0
480.0,-73.821429,40.817291,1.0
481.0,-73.8280133,40.8261018,1.0
482.0,-73.8044913,40.810712200000005,1.0
483.0,-73.8607333,40.8335813,1.0
484.0,-73.86080490000002,40.8340081,1.0
485.0,-73.8609106,40.83461080000001,1.0
486.0,-73.86099700000001,40.835103700000005,1.0
487.0,-73.8542219,40.84067360000001,1.0
488.0,-73.85595040000001,40.8404615,1.0
489.0,-73.857027,40.8402012,1.0
490.0,-73.8580109,40.839795699999996,1.0
491.0,-73.85842540000002,40.83960090000001,1.0
492.0,-73.86006,40.838835599999996,1.0
493.0,-73.8591677,40.8384129,1.0
494.0,-73.8579276,40.83969870000001,1.0
495.0,-73.8575669,40.8398487,1.0
496.0,-73.8559172,40.840343,1.0
497.0,-73.8551308,40.8404324,1.0
498.0,-73.85406610000001,40.8405548,1.0
499.0,-73.9204599,40.8524342,1.0
500.0,-73.9196033,40.8533396,1.0
501.0,-73.8234039,40.8420688,1.0
502.0,-73.82298300000001,40.8425484,1.0
503.0,-73.8223913,40.8432313,1.0
504.0,-73.8723185,40.8538393,1.0
505.0,-73.8723038,40.8536519,1.0
506.0,-73.832862,40.851799,1.0
507.0,-73.864748,40.816767,1.0
508.0,-73.8652373,40.81887650000001,1.0
509.0,-73.8692093,40.8396264,1.0
510.0,-73.86913900000002,40.83799400000001,1.0
511.0,-73.8690902,40.836696,1.0
512.0,-73.86907620000001,40.836111,1.0
513.0,-73.868173,40.8314581,1.0
514.0,-73.868462,40.832692,1.0
515.0,-73.8689835,40.83480709999999,1.0
516.0,-73.869033,40.83550540000001,1.0
517.0,-73.9274987,40.806846900000004,1.0
518.0,-73.9154214,40.825771,1.0
519.0,-73.91562390000001,40.8260017,1.0
520.0,-73.8989465,40.8210523,1.0
521.0,-73.90084500000002,40.821542,1.0
522.0,-73.9245122,40.82826990000001,1.0
523.0,-73.9249667,40.829466800000006,1.0
524.0,-73.89673670000002,40.8958138,1.0
525.0,-73.9056309,40.89347600000001,1.0
526.0,-73.9056752,40.8925988,1.0
527.0,-73.905663,40.89169880000001,1.0
528.0,-73.90566040000002,40.89116270000001,1.0
529.0,-73.9056787,40.8908855,1.0
530.0,-73.9057091,40.89083130000001,1.0
531.0,-73.9059166,40.8906691,1.0
532.0,-73.88859360000001,40.8728394,1.0
533.0,-73.8876339,40.8748876,1.0
534.0,-73.8876,40.874961,1.0
535.0,-73.88756360000001,40.8750365,1.0
536.0,-73.8872886,40.8756521,1.0
537.0,-73.88657500000001,40.877241000000005,1.0
538.0,-73.8302103,40.8501929,1.0
539.0,-73.828839,40.850241000000004,1.0
540.0,-73.8276454,40.8502826,1.0
541.0,-73.892046,40.844347000000006,1.0
542.0,-73.8859739,40.8411974,1.0
543.0,-73.91776950000002,40.877242200000005,1.0
544.0,-73.8847579,40.8323375,1.0
545.0,-73.8856445,40.8306508,1.0
546.0,-73.8913714,40.8252172,1.0
547.0,-73.89134540000002,40.82496410000001,1.0
548.0,-73.8345451,40.877543499999994,1.0
549.0,-73.8361374,40.8768132,1.0
550.0,-73.9031175,40.8596539,1.0
551.0,-73.90408100000002,40.85998800000001,1.0
552.0,-73.904934,40.860289,1.0
553.0,-73.846479,40.83980900000001,1.0
554.0,-73.845435,40.840698,1.0
555.0,-73.84483400000002,40.841211,1.0
556.0,-73.91746,40.816761,1.0
557.0,-73.919238,40.81722,1.0
558.0,-73.922456,40.818045,1.0
559.0,-73.9078759,40.8138428,1.0
560.0,-73.9069645,40.813656300000005,1.0
561.0,-73.9060436,40.8134678,1.0
562.0,-73.9051267,40.81328020000001,1.0
563.0,-73.90418270000002,40.8130889,1.0
564.0,-73.894442,40.83460900000001,1.0
565.0,-73.924853,40.8259674,1.0
566.0,-73.890987,40.871764,1.0
567.0,-73.891102,40.871174,1.0
568.0,-73.8905297,40.87059990000001,1.0
569.0,-73.9047524,40.8458813,1.0
570.0,-73.8210672,40.838314700000005,1.0
571.0,-73.820763,40.83908199999999,1.0
572.0,-73.9172324,40.81100560000001,1.0
573.0,-73.9205759,40.8122532,1.0
574.0,-73.9227092,40.8131346,1.0
575.0,-73.9228726,40.8133225,1.0
576.0,-73.7867127,40.847879700000014,1.0
577.0,-73.89732700000002,40.871446000000006,1.0
578.0,-73.884965,40.86953799999999,1.0
579.0,-73.88222,40.87122699999999,1.0
580.0,-73.8786448,40.873071800000005,1.0
581.0,-73.87750190000001,40.87415480000001,1.0
582.0,-73.87699,40.874821,1.0
583.0,-73.876491,40.875499000000005,1.0
584.0,-73.875895,40.87630200000001,1.0
585.0,-73.875268,40.87714,1.0
586.0,-73.8744017,40.879112500000005,1.0
587.0,-73.9306114,40.8153306,1.0
588.0,-73.93001430000001,40.8170073,1.0
589.0,-73.929755,40.81768850000001,1.0
590.0,-73.9292342,40.81901830000001,1.0
591.0,-73.8834563,40.8748024,1.0
592.0,-73.8682884,40.8471005,1.0
593.0,-73.8678571,40.8488745,1.0
594.0,-73.9310689,40.8296745,1.0
595.0,-73.9307151,40.8305755,1.0
596.0,-73.930109,40.83164099999999,1.0
597.0,-73.929742,40.832284,1.0
598.0,-73.929385,40.832918,1.0
599.0,-73.928537,40.834418,1.0
600.0,-73.927859,40.835621,1.0
601.0,-73.927123,40.836929000000005,1.0
602.0,-73.84555800000001,40.837719,1.0
603.0,-73.8575014,40.8569047,1.0
604.0,-73.8579674,40.8564934,1.0
605.0,-73.8586836,40.8559152,1.0
606.0,-73.8594122,40.8553329,1.0
607.0,-73.8593575,40.85521409999999,1.0
608.0,-73.8579164,40.85638660000001,1.0
609.0,-73.8572888,40.8569087,1.0
610.0,-73.862027,40.88498920000001,1.0
611.0,-73.859161,40.884072,1.0
612.0,-73.856276,40.883155,1.0
613.0,-73.85368200000002,40.882328,1.0
614.0,-73.851106,40.88150900000001,1.0
615.0,-73.83926020000001,40.888717400000004,1.0
616.0,-73.84248510000002,40.89726639999999,1.0
617.0,-73.85265,40.87866710000001,1.0
618.0,-73.851865,40.879059000000005,1.0
619.0,-73.849049,40.880461,1.0
620.0,-73.848399,40.880772,1.0
621.0,-73.8818627,40.81520830000001,1.0
622.0,-73.88127690000002,40.8129135,1.0
623.0,-73.8704505,40.8632689,1.0
624.0,-73.86742380000001,40.863213300000005,1.0
625.0,-73.8664106,40.8631951,1.0
626.0,-73.8655263,40.8631742,1.0
627.0,-73.864533,40.8631601,1.0
628.0,-73.863594,40.863144000000005,1.0
629.0,-73.8616449,40.86310769999999,1.0
630.0,-73.860629,40.8630888,1.0
631.0,-73.859691,40.863071299999994,1.0
632.0,-73.8587548,40.8630539,1.0
633.0,-73.858061,40.863040999999996,1.0
634.0,-73.8577877,40.8630379,1.0
635.0,-73.8681656,40.8360957,1.0
